Parameters:TimeZone=America/New_York
GCLID,Conversion Name,Conversion Time,Conversion Value,Conversion Currency
CjwKCAjw9-6oBhBaEiwAHv1QvErQTSu_ec55PrvBQSuDtHJ135XqxekNS9pGKge5QiHgDpOXMghBpBoCibsQAvD_BwE,Qualified Lead,12/20/2022 12:00:00 AM America/New_York,200,USD
CjwKCAjw9-6oBhBaEiwAHv1QvErQTSu_ec55PrvBQSuDtHJ135XqxekNS9pGKge5QiHgDpOXMghBpBoCibsQAvD_BwE,Sold Job,12/23/2022 12:00:00 AM America/New_York,23528,USD
Cj0KCQiApL7KBhC7ARIsAD2Xq3BypwsgMM0PzojGQm78a2fOMk7itfS6vUWpwwkitLFkxaTCRmt9JW0aAojAEALw_wcB,Qualified Lead,12/30/2025 12:00:00 AM America/New_York,200,USD
Cj0KCQiApL7KBhC7ARIsAD2Xq3BypwsgMM0PzojGQm78a2fOMk7itfS6vUWpwwkitLFkxaTCRmt9JW0aAojAEALw_wcB,Qualified Lead,1/13/2026 12:00:00 AM America/New_York,200,USD
Cj0KCQiApL7KBhC7ARIsAD2Xq3BypwsgMM0PzojGQm78a2fOMk7itfS6vUWpwwkitLFkxaTCRmt9JW0aAojAEALw_wcB,Sold Job,1/13/2026 12:00:01 AM America/New_York,4633,USD
EAIaIQobChMI9aSl757QiwMVnTUIBR3nXQGkEAAYASAAEgLWRfD_BwE,Qualified Lead,2/20/2025 12:00:00 AM America/New_York,200,USD
CjwKCAjw4f6zBhBVEiwATEHFVt5Ilete7IUsC1R5avYszs6LYdWJrnnd1ypr0jgeSMhZuZuG-K_uexoCQ5EQAvD_BwE,Qualified Lead,7/1/2024 12:00:00 AM America/New_York,200,USD
CjwKCAjw4f6zBhBVEiwATEHFVt5Ilete7IUsC1R5avYszs6LYdWJrnnd1ypr0jgeSMhZuZuG-K_uexoCQ5EQAvD_BwE,Qualified Lead,10/24/2024 12:00:00 AM America/New_York,200,USD
CjwKCAjw4f6zBhBVEiwATEHFVt5Ilete7IUsC1R5avYszs6LYdWJrnnd1ypr0jgeSMhZuZuG-K_uexoCQ5EQAvD_BwE,Qualified Lead,5/8/2023 12:00:00 AM America/New_York,200,USD
CjwKCAjw4f6zBhBVEiwATEHFVt5Ilete7IUsC1R5avYszs6LYdWJrnnd1ypr0jgeSMhZuZuG-K_uexoCQ5EQAvD_BwE,Sold Job,10/24/2024 12:00:01 AM America/New_York,27865,USD
CjwKCAiA0bWvBhBjEiwAtEsoW9HqGOj8JDzqXBLVXCLu-n-h2_fhNpTqEPXDmMgMmmsEStjY-RwWFRoCTXsQAvD_BwE,Qualified Lead,3/12/2024 12:00:00 AM America/New_York,200,USD
CjwKCAjw3_PCBhA2EiwAkH_j4ibdUhEwnhRCtp3VJCytVYCJs4GRdDo3oPgcbaPs91Sm7Dj9P-PN9hoCZksQAvD_BwE,Qualified Lead,6/27/2025 12:00:00 AM America/New_York,200,USD
Cj0KCQjwkMjOBhC5ARIsADIdb3djsX4xvnatkoJhkl2e_kaeAaJ8a1Oby36UqKy53PtKZWrJStB-bScaAopiEALw_wcB,Qualified Lead,4/6/2026 12:00:00 AM America/New_York,200,USD
Cj0KCQiAr8eqBhD3ARIsAIe-buPqU1ZaGpM19_p4skx5FEfsaMNE9vLUjlvz2TlOzRd5rRwCpdxT23gaAsSQEALw_wcB,Qualified Lead,11/13/2023 12:00:00 AM America/New_York,200,USD
Cj0KCQiAr8eqBhD3ARIsAIe-buPqU1ZaGpM19_p4skx5FEfsaMNE9vLUjlvz2TlOzRd5rRwCpdxT23gaAsSQEALw_wcB,Sold Job,11/14/2023 12:00:00 AM America/New_York,18744,USD
CjwKCAiA8vXIBhAtEiwAf3B-g5RDjVJu7jo6EcB4Pi3QIytUmMO2-uBndIzOFA5XT5MKd4_Pt8x4XhoCFG0QAvD_BwE,Qualified Lead,11/20/2025 12:00:00 AM America/New_York,200,USD
CjwKCAjw4efDBhATEiwAaDBpbpsGUORK9nLjrhfSOUJaHHaXb5DsJRtktWn4MBEANqbr1rWJAkA68BoC1xIQAvD_BwE,Qualified Lead,7/18/2025 12:00:00 AM America/New_York,200,USD
CjwKCAjw4efDBhATEiwAaDBpbpsGUORK9nLjrhfSOUJaHHaXb5DsJRtktWn4MBEANqbr1rWJAkA68BoC1xIQAvD_BwE,Sold Job,7/19/2025 12:00:00 AM America/New_York,7000,USD
CjwKCAjwg-24BhB_EiwA1ZOx8u33ybE9FKtq4diSw11UctdvZkbP4vhu0I0-2kzBWlmC1330TAx7ExoCoiwQAvD_BwE,Qualified Lead,10/26/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIm7KAvI7XkwMV9EpHAR17YhnIEAAYASAFEgKYKfD_BwE,Qualified Lead,4/6/2026 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIm7KAvI7XkwMV9EpHAR17YhnIEAAYASAFEgKYKfD_BwE,Qualified Lead,9/2/2025 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIm7KAvI7XkwMV9EpHAR17YhnIEAAYASAFEgKYKfD_BwE,Sold Job,4/6/2026 12:00:01 AM America/New_York,13920,USD
Cj0KCQiAq-u9BhCjARIsANLj-s2qPCLAQ0fCYMjWBbB3ZDckF1qUwPAlYwITwoE5TOKBIwgJdrVqwzUaAoWHEALw_wcB,Qualified Lead,2/24/2025 12:00:00 AM America/New_York,200,USD
Cj0KCQiAq-u9BhCjARIsANLj-s2qPCLAQ0fCYMjWBbB3ZDckF1qUwPAlYwITwoE5TOKBIwgJdrVqwzUaAoWHEALw_wcB,Qualified Lead,9/13/2024 12:00:00 AM America/New_York,200,USD
Cj0KCQiAq-u9BhCjARIsANLj-s2qPCLAQ0fCYMjWBbB3ZDckF1qUwPAlYwITwoE5TOKBIwgJdrVqwzUaAoWHEALw_wcB,Sold Job,2/24/2025 12:00:01 AM America/New_York,33935,USD
EAIaIQobChMIibyDgYrsjgMVSV1yCh3z7CMZEAAYASAAEgJeG_D_BwE,Qualified Lead,8/26/2025 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIibyDgYrsjgMVSV1yCh3z7CMZEAAYASAAEgJeG_D_BwE,Qualified Lead,8/2/2025 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIibyDgYrsjgMVSV1yCh3z7CMZEAAYASAAEgJeG_D_BwE,Qualified Lead,10/10/2022 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIibyDgYrsjgMVSV1yCh3z7CMZEAAYASAAEgJeG_D_BwE,Qualified Lead,10/5/2022 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIibyDgYrsjgMVSV1yCh3z7CMZEAAYASAAEgJeG_D_BwE,Sold Job,8/26/2025 12:00:01 AM America/New_York,8200,USD
EAIaIQobChMIibyDgYrsjgMVSV1yCh3z7CMZEAAYASAAEgJeG_D_BwE,Sold Job,8/26/2025 12:00:01 AM America/New_York,33875,USD
CjwKCAiA6t-6BhA3EiwAltRFGAGoDmto2kfo2Uy9CYmLhKP2Iz__THJOh1WnACn0zUA7UnpnTTtEaBoCFToQAvD_BwE,Qualified Lead,12/10/2024 12:00:00 AM America/New_York,200,USD
CjwKCAiA2JG9BhAuEiwAH_zf3ij1BprENhubmpCcp0aM2jbEkkhzCxkNzpp3HlkoytHd1OvAEkvbLhoC0vwQAvD_BwE,Qualified Lead,2/6/2025 12:00:00 AM America/New_York,200,USD
Cj0KCQjwoP_FBhDFARIsANPG24OL4KpNWPIETEYEqFFmCbAQP9ngftFxK1-tYtBzIHotncUa3tGN95YaAtrNEALw_wcB,Qualified Lead,11/11/2025 12:00:00 AM America/New_York,200,USD
Cj0KCQjwoP_FBhDFARIsANPG24OL4KpNWPIETEYEqFFmCbAQP9ngftFxK1-tYtBzIHotncUa3tGN95YaAtrNEALw_wcB,Qualified Lead,1/26/2026 12:00:00 AM America/New_York,200,USD
Cj0KCQjwoP_FBhDFARIsANPG24OL4KpNWPIETEYEqFFmCbAQP9ngftFxK1-tYtBzIHotncUa3tGN95YaAtrNEALw_wcB,Sold Job,1/26/2026 12:00:01 AM America/New_York,31100,USD
CjwKCAiA6byqBhAWEiwAnGCA4Cp1dW5HcwD__euk-4Gh47wsU6futcfO1zDSKBpRfF5AePHVx37u4hoCouIQAvD_BwE,Qualified Lead,11/14/2023 12:00:00 AM America/New_York,200,USD
CjwKCAjw26KxBhBDEiwAu6KXtxKsrLBIIyIlkfg16gzd3PXENSHPhB7M5CTtXx49ENaRsOwIkORXrhoC6lQQAvD_BwE,Qualified Lead,4/25/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMI77bku4qtiwMVpM7jBx0dYyhKEAAYAiAAEgJqrfD_BwE,Qualified Lead,2/5/2025 12:00:00 AM America/New_York,200,USD
EAIaIQobChMI77bku4qtiwMVpM7jBx0dYyhKEAAYAiAAEgJqrfD_BwE,Qualified Lead,5/12/2025 12:00:00 AM America/New_York,200,USD
EAIaIQobChMI77bku4qtiwMVpM7jBx0dYyhKEAAYAiAAEgJqrfD_BwE,Qualified Lead,3/24/2025 12:00:00 AM America/New_York,200,USD
EAIaIQobChMI77bku4qtiwMVpM7jBx0dYyhKEAAYAiAAEgJqrfD_BwE,Qualified Lead,3/31/2025 12:00:00 AM America/New_York,200,USD
EAIaIQobChMI77bku4qtiwMVpM7jBx0dYyhKEAAYAiAAEgJqrfD_BwE,Sold Job,5/12/2025 12:00:01 AM America/New_York,7240,USD
EAIaIQobChMI77bku4qtiwMVpM7jBx0dYyhKEAAYAiAAEgJqrfD_BwE,Sold Job,5/12/2025 12:00:01 AM America/New_York,33312,USD
CjwKCAjwravBBhBjEiwAIr30VBRI5dLIK1z3VmbPfs18yYiLH1RWyoDPdO9UeGbCS7d2SuJajnb-PxoC-GEQAvD_BwE,Qualified Lead,4/1/2026 12:00:00 AM America/New_York,200,USD
CjwKCAjwravBBhBjEiwAIr30VBRI5dLIK1z3VmbPfs18yYiLH1RWyoDPdO9UeGbCS7d2SuJajnb-PxoC-GEQAvD_BwE,Sold Job,4/2/2026 12:00:00 AM America/New_York,26000,USD
CjwKCAjw65-zBhBkEiwAjrqRMCPaL-L7htYd_AtsLwoIaVkq1rOf6DTjJip47TQD5Rusv9gPC0X20xoCvEwQAvD_BwE,Qualified Lead,6/12/2024 12:00:00 AM America/New_York,200,USD
CjwKCAiA1-6sBhAoEiwArqlGPr94LRlgiFQmakQVOIbXxJEw73dgWkX9vwRPezapDEQy6zLL0-RAKxoC_8oQAvD_BwE,Qualified Lead,2/8/2024 12:00:00 AM America/New_York,200,USD
CjwKCAiAh5XNBhAAEiwA_Bu8FXqzPoG1-l4R-hfDksJzT52IHksqnUpct6jDK_0cnH5PWfF2QcuHAhoCRmsQAvD_BwE,Qualified Lead,3/19/2026 12:00:00 AM America/New_York,200,USD
CjwKCAiAh5XNBhAAEiwA_Bu8FXqzPoG1-l4R-hfDksJzT52IHksqnUpct6jDK_0cnH5PWfF2QcuHAhoCRmsQAvD_BwE,Qualified Lead,3/4/2026 12:00:00 AM America/New_York,200,USD
CjwKCAiAh5XNBhAAEiwA_Bu8FXqzPoG1-l4R-hfDksJzT52IHksqnUpct6jDK_0cnH5PWfF2QcuHAhoCRmsQAvD_BwE,Sold Job,3/19/2026 12:00:01 AM America/New_York,9500,USD
CjwKCAiAwaG9BhAREiwAdhv6Y-MI_8SWauBD_FfLIPVsl6ckFlduyyhSnzHh70FXsIRiWUFgl-5ncRoCUrwQAvD_BwE,Qualified Lead,3/6/2025 12:00:00 AM America/New_York,200,USD
CjwKCAiAwaG9BhAREiwAdhv6Y-MI_8SWauBD_FfLIPVsl6ckFlduyyhSnzHh70FXsIRiWUFgl-5ncRoCUrwQAvD_BwE,Qualified Lead,4/10/2025 12:00:00 AM America/New_York,200,USD
CjwKCAjw6ZTCBhBOEiwAqfwJd1COgMEEdm1KwW__U9iQtIx_GKKcZ7GLM4X7Niw4o5hBRaoZzcJ27BoCeYQQAvD_BwE,Qualified Lead,6/9/2025 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIpq-Tg6DDiQMVc0xHAR0gwgSbEAAYASABEgIEcPD_BwE,Qualified Lead,11/4/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIpq-Tg6DDiQMVc0xHAR0gwgSbEAAYASABEgIEcPD_BwE,Qualified Lead,11/14/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIpq-Tg6DDiQMVc0xHAR0gwgSbEAAYASABEgIEcPD_BwE,Qualified Lead,11/13/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIpq-Tg6DDiQMVc0xHAR0gwgSbEAAYASABEgIEcPD_BwE,Qualified Lead,11/5/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIpq-Tg6DDiQMVc0xHAR0gwgSbEAAYASABEgIEcPD_BwE,Sold Job,11/14/2024 12:00:01 AM America/New_York,24400,USD
EAIaIQobChMIpq-Tg6DDiQMVc0xHAR0gwgSbEAAYASABEgIEcPD_BwE,Sold Job,11/14/2024 12:00:01 AM America/New_York,23257,USD
CjwKCAjw5v2wBhBrEiwAXDDoJdERyWzjQykYZAeatRe5L4hgZFcavbhfD-lRVROltj7Px7DF0C97shoC7CAQAvD_BwE,Qualified Lead,4/18/2024 12:00:00 AM America/New_York,200,USD
Cj0KCQjw4qHEBhCDARIsALYKFNPCCbiH4ot0uehap-bSgVJJuWdJx3fW6-GNkxKKNtNOL1smBHw54lcaAhueEALw_wcB,Qualified Lead,7/29/2025 12:00:00 AM America/New_York,200,USD
CjwKCAjwnZfPBhAGEiwAzg-VzC3z2G8UQCk27e7KApWE8h9GW6Z8P2VSKfxrUxQImY2UKdTcLfjQbBoCYuwQAvD_BwE,Qualified Lead,4/21/2026 12:00:00 AM America/New_York,200,USD
CjwKCAjwnZfPBhAGEiwAzg-VzC3z2G8UQCk27e7KApWE8h9GW6Z8P2VSKfxrUxQImY2UKdTcLfjQbBoCYuwQAvD_BwE,Sold Job,4/23/2026 12:00:00 AM America/New_York,21900,USD
CjwKCAiAmZGrBhAnEiwAo9qHiYD3rRfh9TztSEaKp2aDhUTUvTERxIx_BAo9GgYVmHMbAj8SkIgBSBoCddAQAvD_BwE,Qualified Lead,10/27/2017 12:00:00 AM America/New_York,200,USD
CjwKCAiAmZGrBhAnEiwAo9qHiYD3rRfh9TztSEaKp2aDhUTUvTERxIx_BAo9GgYVmHMbAj8SkIgBSBoCddAQAvD_BwE,Qualified Lead,12/1/2023 12:00:00 AM America/New_York,200,USD
CjwKCAiAmZGrBhAnEiwAo9qHiYD3rRfh9TztSEaKp2aDhUTUvTERxIx_BAo9GgYVmHMbAj8SkIgBSBoCddAQAvD_BwE,Sold Job,12/1/2023 12:00:01 AM America/New_York,35482,USD
CjwKCAiAxaCvBhBaEiwAvsLmWNaCDzunHoH-GoD1r5xvq-F_XODPIh9cSbngguhERRxHYqB0treizBoCmUsQAvD_BwE,Qualified Lead,3/12/2024 12:00:00 AM America/New_York,200,USD
CjwKCAjw_Na1BhAlEiwAM-dm7J7z2TT6ZSkpa21XGR3ogPkLv27zs8BlPQz4wPkI32EZs-52PwAgLBoC1AsQAvD_BwE,Qualified Lead,9/12/2024 12:00:00 AM America/New_York,200,USD
CjwKCAjw_Na1BhAlEiwAM-dm7J7z2TT6ZSkpa21XGR3ogPkLv27zs8BlPQz4wPkI32EZs-52PwAgLBoC1AsQAvD_BwE,Qualified Lead,8/9/2024 12:00:00 AM America/New_York,200,USD
CjwKCAjw_Na1BhAlEiwAM-dm7J7z2TT6ZSkpa21XGR3ogPkLv27zs8BlPQz4wPkI32EZs-52PwAgLBoC1AsQAvD_BwE,Sold Job,9/12/2024 12:00:01 AM America/New_York,9306,USD
CjwKCAjw8symBhAqEiwAaTA__IWX6zDr01Cs89so3U51KGbXSwI3ftLeIVm25GaUD2jO3rsDPYcylBoCJu8QAvD_BwE,Qualified Lead,3/26/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMI44Dc2fSdlAMVj11HAR231zGpEAAYASADEgK0AfD_BwE,Qualified Lead,5/4/2026 12:00:00 AM America/New_York,200,USD
CjwKCAjw1YCkBhAOEiwA5aN4AYXhl3pmdKJsp1fnmkwUkBMR6UhTW4zWqOu18N1QLheudcPYDw5SIBoCpFIQAvD_BwE,Qualified Lead,6/7/2023 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIxPXhy5-RjAMVzUH_AR3iODw_EAAYAiAAEgKyUvD_BwE,Qualified Lead,3/17/2025 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIxPXhy5-RjAMVzUH_AR3iODw_EAAYAiAAEgKyUvD_BwE,Sold Job,3/22/2025 12:00:00 AM America/New_York,8636,USD
CjwKCAiAnpy9BhAkEiwA-P8N4gEuw3JIlGBxL-THKu1l6iyEhOF_HpEijrkM__0yGEGeNYZ_9UTwbBoCYC8QAvD_BwE,Qualified Lead,2/10/2025 12:00:00 AM America/New_York,200,USD
CjwKCAiA_dDIBhB6EiwAvzc1cLI6k9gg0gEoflQx3405581WFjD1diXv4tkCKDIVjADDMZbbIwXgThoC6R4QAvD_BwE,Qualified Lead,11/12/2025 12:00:00 AM America/New_York,200,USD
Cj0KCQjwzYLABhD4ARIsALySuCRv-kFPlz3casIKQLbt98SL1ijmHcgBgJNRUGPqa3ue3pmsF0nSXwEaAjN2EALw_wcB,Qualified Lead,4/17/2025 12:55:00 PM America/New_York,200,USD
Cj0KCQjwzYLABhD4ARIsALySuCRv-kFPlz3casIKQLbt98SL1ijmHcgBgJNRUGPqa3ue3pmsF0nSXwEaAjN2EALw_wcB,Sold Job,5/5/2025 12:00:00 AM America/New_York,22600,USD
CjwKCAiAh5XNBhAAEiwA_Bu8FQGBNjKEnHs7PfBPFE6b9321cGJ18rH3OfA4RT-_vaAHZ8G-qW6JLxoCi3sQAvD_BwE,Qualified Lead,4/11/2024 12:00:00 AM America/New_York,200,USD
CjwKCAjw17qvBhBrEiwA1rU9wwEejTvpEufd35EjjF59K08DwD4dLMGCaO_YrLu05C5S3e16DYSRiRoCrq0QAvD_BwE,Qualified Lead,3/11/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIsPP91c-SiAMVnRetBh1KPwDzEAAYAiAAEgL8uPD_BwE,Qualified Lead,8/26/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMI2KLYzvDshQMVwF9HAR0Qnw9IEAAYAiAAEgIak_D_BwE,Qualified Lead,5/1/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMI2KLYzvDshQMVwF9HAR0Qnw9IEAAYAiAAEgIak_D_BwE,Qualified Lead,6/7/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMI2KLYzvDshQMVwF9HAR0Qnw9IEAAYAiAAEgIak_D_BwE,Sold Job,6/7/2024 12:00:01 AM America/New_York,13335,USD
EAIaIQobChMIvv_GusmHjAMVXVdHAR3B0zTvEAAYAiAAEgLfKfD_BwE,Qualified Lead,3/13/2025 12:00:00 AM America/New_York,200,USD
Cj0KCQjwgr_NBhDFARIsAHiUWr5opJJri6a4pPtFdUOxvGaYtFWBU7zjsAfY0NhiIxUpM3hj4iq1xWwaAjj1EALw_wcB,Qualified Lead,3/11/2026 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIqM-F5_amkwMVdTYIBR2_nCA4EBAYASAAEgLafvD_BwE,Qualified Lead,3/17/2026 12:00:00 AM America/New_York,200,USD
CjwKCAjw7c2pBhAZEiwA88pOF5iigK8Vxv5QagzwkuhERV6Z7kwKqW-mn6vKC_mF6vVSMyl8OSMZJhoCf-0QAvD_BwE,Qualified Lead,10/23/2023 12:00:00 AM America/New_York,200,USD
CjwKCAjw7c2pBhAZEiwA88pOF5iigK8Vxv5QagzwkuhERV6Z7kwKqW-mn6vKC_mF6vVSMyl8OSMZJhoCf-0QAvD_BwE,Sold Job,10/28/2023 12:00:00 AM America/New_York,11986,USD
Cj0KCQiAnfmsBhDfARIsAM7MKi0ElkY4Bt-jjZ8wCIZoWk03r7DhOosKtH8FIq0oZciDo5EhlUN5A2EaAlNuEALw_wcB,Qualified Lead,1/11/2024 12:00:00 AM America/New_York,200,USD
Cj0KCQiAnfmsBhDfARIsAM7MKi0ElkY4Bt-jjZ8wCIZoWk03r7DhOosKtH8FIq0oZciDo5EhlUN5A2EaAlNuEALw_wcB,Qualified Lead,4/10/2019 12:00:00 AM America/New_York,200,USD
Cj0KCQiAnfmsBhDfARIsAM7MKi0ElkY4Bt-jjZ8wCIZoWk03r7DhOosKtH8FIq0oZciDo5EhlUN5A2EaAlNuEALw_wcB,Sold Job,1/11/2024 12:00:01 AM America/New_York,350,USD
Cj0KCQiAnfmsBhDfARIsAM7MKi0ElkY4Bt-jjZ8wCIZoWk03r7DhOosKtH8FIq0oZciDo5EhlUN5A2EaAlNuEALw_wcB,Sold Job,1/11/2024 12:00:01 AM America/New_York,2599,USD
CjwKCAjw74e1BhBnEiwAbqOAjA7wELNzDsvJcjyC7HBh7ZJuuMdvkzJ-V96K1vW6mf51ZmhlBBb8khoC8w4QAvD_BwE,Qualified Lead,7/25/2024 12:00:00 AM America/New_York,200,USD
Cj0KCQjw1um-BhDtARIsABjU5x7StJI2K8jombmN5ApczHKp5IFPPH3HGZ1jfhNCXAL1EVwE_lwwS7kaArfqEALw_wcB,Qualified Lead,3/19/2025 12:00:00 AM America/New_York,200,USD
Cj0KCQjwqPLOBhCiARIsAKRMPZpnGcQpIPA-_XfKCdh4jr_Q3me1GBfA4cJvBcVi7iz5HLXGIMFkVPUaAgAXEALw_wcB,Qualified Lead,4/15/2026 12:00:00 AM America/New_York,200,USD
Cj0KCQjw9Km3BhDjARIsAGUb4nx4IcQyefEAH1I3THIxHJy8D7_OTydW05qWbVwZ0yYbt6grBpKhyfYaAsWmEALw_wcB,Qualified Lead,9/18/2024 12:00:00 AM America/New_York,200,USD
CjwKCAjw7fzDBhA7EiwAOqJkh97wZ1jaY2jsizrONp2Beh95jSN9DOftnVo-9iAV0l7vxOFN6JYfjhoC5L4QAvD_BwE,Qualified Lead,7/23/2025 12:00:00 AM America/New_York,200,USD
Cj0KCQjwn9y1BhC2ARIsAG5IY-40h2bC4ptFWI-eaOl_PcTJmfOKQsVB9LDNkPngMnJwSeqtTFYa3B0aAilQEALw_wcB,Qualified Lead,8/10/2024 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIk7yPj4qjggMVa0dHAR361AY5EAAYASAAEgL6m_D_BwE,Qualified Lead,11/1/2023 12:00:00 AM America/New_York,200,USD
EAIaIQobChMIk7yPj4qjggMVa0dHAR361AY5EAAYASAAEgL6m_D_BwE,Sold Job,11/15/2023 12:00:00 AM America/New_York,6900,USD
CjwKCAiA-sXMBhAOEiwAGGw6LF4fmFcUKOslVHQarX2raiyjJgOUStt398pT9Zal4aGKfpOqUN8bQxoCxoEQAvD_BwE,Qualified Lead,2/16/2026 12:00:00 AM America/New_York,200,USD
CjwKCAiA-sXMBhAOEiwAGGw6LF4fmFcUKOslVHQarX2raiyjJgOUStt398pT9Zal4aGKfpOqUN8bQxoCxoEQAvD_BwE,Sold Job,3/2/2026 12:00:00 AM America/New_York,11155,USD
CjwKCAjwo6GyBhBwEiwAzQTmcy4-hDH3kS1if-UFedcTJ6lFEErd1oQg50KLZZDADdleROwtuxXcbBoCd68QAvD_BwE,Qualified Lead,5/20/2024 12:00:00 AM America/New_York,200,USD
